words,labels
"['Analyses', 'of', 'COL1A2', 'and', 'type', 'I', 'collagen', 'were', 'both', 'consistent', 'with', 'the', 'described', 'heterozygous', 'mutation', 'affecting', 'the', 'pro', '-', 'alpha2', '(', 'I', ')', 'C', '-', 'propeptide', 'and', 'confirmed', 'a', 'diagnosis', 'of', 'OI', '.']","['O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['T', '-', 'cell', 'ubiquitin', 'ligand', 'affects', 'cell', 'death', 'through', 'a', 'functional', 'interaction', 'with', 'apoptosis', '-', 'inducing', 'factor', ',', 'a', 'key', 'factor', 'of', 'caspase', '-', 'independent', 'apoptosis', '.']","['B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lymphoid', 'protein', 'T', '-', 'cell', 'ubiquitin', 'ligand', '(', 'TULA', ')', '/', 'suppressor', 'of', 'T', '-', 'cell', 'receptor', 'signaling', '(', 'Sts', ')', '-', '2', 'is', 'associated', 'with', 'c', '-', 'Cbl', 'and', 'ubiquitylated', 'proteins', 'and', 'has', 'been', 'implicated', 'in', 'the', 'regulation', 'of', 'signaling', 'mediated', 'by', 'protein', '-', 'tyrosine', 'kinases', '.']","['O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Ubiquitination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'results', 'presented', 'in', 'this', 'report', 'indicate', 'that', 'TULA', 'facilitates', 'T', '-', 'cell', 'apoptosis', 'independent', 'of', 'either', 'T', '-', 'cell', 'receptor', '/', 'CD3', '-', 'mediated', 'signaling', 'or', 'caspase', 'activity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mass', 'spectrometry', '-', 'based', 'analysis', 'of', 'protein', '-', 'protein', 'interactions', 'of', 'TULA', 'demonstrates', 'that', 'TULA', 'binds', 'to', 'the', 'apoptosis', '-', 'inducing', 'protein', 'AIF', ',', 'which', 'has', 'previously', 'been', 'shown', 'to', 'function', 'as', 'a', 'key', 'factor', 'of', 'caspase', '-', 'independent', 'apoptosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Using', 'RNA', 'interference', ',', 'we', 'demonstrate', 'that', 'AIF', 'is', 'essential', 'for', 'the', 'apoptotic', 'effect', 'of', 'TULA', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O']"
"['Analysis', 'of', 'the', 'subcellular', 'localization', 'of', 'TULA', 'and', 'AIF', 'together', 'with', 'the', 'functional', 'analysis', 'of', 'TULA', 'mutants', 'is', 'consistent', 'with', 'the', 'idea', 'that', 'TULA', 'enhances', 'the', 'apoptotic', 'effect', 'of', 'AIF', 'by', 'facilitating', 'the', 'interactions', 'of', 'AIF', 'with', 'its', 'apoptotic', 'co', '-', 'factors', ',', 'which', 'remain', 'to', 'be', 'identified', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Overall', ',', 'our', 'results', 'shed', 'new', 'light', 'on', 'the', 'biological', 'functions', 'of', 'TULA', ',', 'a', 'recently', 'discovered', 'protein', ',', 'describing', 'its', 'role', 'as', 'one', 'of', 'very', 'few', 'known', 'functional', 'interactors', 'of', 'AIF', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O']"
"['TACI', 'induces', 'cIAP1', '-', 'mediated', 'ubiquitination', 'of', 'NIK', 'by', 'TRAF2', 'and', 'TANK', 'to', 'limit', 'non', '-', 'canonical', 'NF', '-', 'kappaB', 'signaling', '.']","['B-Protein', 'O', 'B-Protein', 'O', 'B-Catalysis', 'B-Ubiquitination', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['B', '-', 'cell', '-', 'activating', 'factor', 'of', 'the', 'TNF', 'family', '(', 'BAFF', ')', 'is', 'a', 'critical', 'factor', 'for', 'B', '-', 'cell', 'survival', 'and', 'maturation', 'through', 'non', '-', 'canonical', 'nuclear', 'factor', 'kappaB', '(', 'NF', '-', 'kappaB', ')', 'pathway', ',', 'a', 'NF', '-', 'kappaB', 'inducing', 'kinase', '(', 'NIK', ')', '-', 'dependent', 'pathway', 'for', 'the', 'processing', 'of', 'NF', '-', 'kappaB2', 'p100', 'to', 'generate', 'p52', '.']","['B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'B-Protein', 'O']"
"['While', 'BAFF', 'acts', 'primarily', 'through', 'BAFF', 'receptor', '(', 'BAFF', '-', 'R', ')', ',', 'the', 'transmembrane', 'activator', 'and', 'CAML', 'interactor', '(', 'TACI', ')', ',', 'the', 'other', 'receptor', 'for', 'BAFF', ',', 'is', 'thought', 'to', 'serve', 'as', 'a', 'negative', 'regulator', 'for', 'B', '-', 'cell', 'responses', '.']","['O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['However', ',', 'how', 'TACI', 'regulates', 'NF', '-', 'kappaB2', 'activity', 'is', 'largely', 'unknown', '.']","['O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O']"
"['In', 'this', 'study', ',', 'we', 'showed', 'that', 'constitutive', 'activation', 'of', 'TACI', 'signaling', 'suppressed', 'BAFF', '-', 'R', '-', 'mediated', 'NF', '-', 'kappaB2', 'p100', 'processing', 'with', 'the', 'up', '-', 'regulation', 'of', 'cellular', 'inhibitors', 'of', 'apoptosis', '1', '(', 'cIAP1', ')', 'and', 'TNF', 'receptor', 'associated', 'factor', '(', 'TRAF', ')', '-', 'associated', 'NF', '-', 'kappaB', 'activator', '(', 'TANK', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O']"
"['The', 'ubiquitination', 'of', 'NIK', 'by', 'cIAP1', 'was', 'inhibited', 'by', 'the', 'expression', 'of', 'TRAF2', 'with', 'physical', 'binding', 'to', 'cIAP1', '.']","['O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'O']"
"['TANK', 'deficiency', 'by', 'small', 'interfering', 'RNA', '(', 'siRNA', ')', 'impaired', 'TACI', '-', 'dependent', 'inhibition', 'of', 'NF', '-', 'kappaB2', 'p100', 'processing', '.']","['B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O']"
"['TANK', 'also', 'inhibited', 'TRAF2', '-', 'mediated', 'cIAP1', 'inactivation', '.']","['B-Protein', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'O', 'O']"
"['Moreover', ',', 'the', 'recruitment', 'of', 'TRAF2', 'to', 'TACI', 'induced', 'the', 'ubiquitination', 'of', 'NIK', '.']","['O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'B-Ubiquitination', 'O', 'B-Protein', 'O']"
"['Taken', 'together', ',', 'the', 'regulation', 'of', 'NIK', 'by', 'TACI', 'through', 'the', 'interaction', 'of', 'TANK', '/', 'TRAF2', '/', 'cIAP1', 'plays', 'a', 'pivotal', 'role', 'in', 'the', 'suppression', 'of', 'non', '-', 'canonical', 'NF', '-', 'kappaB', 'signaling', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Enzymatic', 'characteristics', 'of', 'recombinant', 'medium', 'isozyme', 'of', '2', ""'"", '-', '5', ""'"", 'oligoadenylate', 'synthetase', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['P69', 'is', 'an', 'isozyme', 'of', 'the', 'medium', 'size', 'class', 'of', 'human', '2', ""'"", '-', '5', ""'"", 'oligoadenylate', 'synthetases', '.']","['B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'this', 'study', ',', 'recombinant', 'P69', 'was', 'expressed', 'and', 'used', 'for', 'enzymological', 'and', 'structural', 'investigations', '.']","['O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bacterially', 'expressed', 'P69', 'was', 'inactive', 'whereas', 'the', 'same', 'protein', 'expressed', 'in', 'insect', 'cells', 'was', 'highly', 'active', '.']","['O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Whether', 'this', 'difference', 'could', 'be', 'due', 'to', 'differential', 'post', '-', 'translational', 'modifications', 'of', 'the', 'protein', 'was', 'investigated', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mutations', 'of', 'appropriate', 'residues', 'showed', 'that', 'myristoylation', 'of', 'the', 'protein', 'was', 'not', 'necessary', 'for', 'enzyme', 'activity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'contrast', ',', 'inhibition', 'of', 'glycosylation', 'of', 'P69', ',', 'by', 'tunicamycin', 'treatment', 'of', 'the', 'insect', 'cells', ',', 'produced', 'an', 'enzymatically', 'inactive', 'protein', '.']","['O', 'O', 'O', 'O', 'O', 'B-Glycosylation', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Recombinant', 'P69', 'produced', 'in', 'insect', 'cells', 'was', 'purified', 'by', 'affinity', 'chromatography', '.']","['O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'was', 'a', 'dimeric', 'glycoprotein', ',', 'very', 'stable', 'and', 'completely', 'dependent', 'on', 'double', 'stranded', '(', 'ds', ')', 'RNA', 'for', 'activity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'enzyme', 'catalyzed', 'the', 'non', '-', 'processive', 'synthesis', 'of', '2', ""'"", '-', '5', ""'"", '-', 'linked', 'oligoadenylate', 'products', 'containing', 'up', 'to', '30', 'residues', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2', ""'"", '-', 'O', '-', 'Methylated', 'dsRNA', 'was', 'incapable', 'of', 'activating', 'P69', 'and', 'a', '25', '-', 'base', 'pair', 'dsRNA', 'was', 'as', 'effective', 'as', 'larger', 'dsRNA', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'expression', 'system', 'will', 'be', 'useful', 'for', 'large', 'scale', 'production', 'of', 'P69', 'and', 'its', 'mutants', 'for', 'structural', 'studies', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['COP1', '-', 'mediated', 'ubiquitination', 'of', 'CONSTANS', 'is', 'implicated', 'in', 'cryptochrome', 'regulation', 'of', 'flowering', 'in', 'Arabidopsis', '.']","['B-Protein', 'O', 'B-Catalysis', 'B-Ubiquitination', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'Arabidopsis', 'thaliana', ',', 'the', 'blue', 'light', 'photoreceptor', 'cryptochromes', '(', 'CRY', ')', 'act', 'to', 'promote', 'photomorphogenic', 'development', 'and', 'the', 'transition', 'from', 'vegetative', 'to', 'floral', 'development', 'in', 'long', 'days', '(', 'LDs', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'previously', 'proposed', 'that', 'one', 'of', 'the', 'mechanisms', 'by', 'which', 'CRY', 'regulates', 'light', 'responses', 'is', 'via', 'its', 'physical', 'interaction', 'with', 'COP1', ',', 'a', 'RING', 'motif', '-', 'containing', 'E3', 'ligase', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Under', 'LDs', ',', 'the', 'transcription', 'of', 'FLOWERING', 'LOCUS', 'T', '(', 'FT', ')', 'is', 'activated', 'by', 'CONSTANS', '(', 'CO', ')', 'in', 'leaf', ',', 'and', 'the', 'FT', 'protein', 'moves', 'to', 'the', 'shoot', 'apex', 'to', 'induce', 'flowering', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CO', 'protein', 'is', 'degraded', 'in', 'darkness', ',', 'whereas', 'it', 'is', 'stabilized', 'by', 'the', 'CRY', '-', 'mediated', 'signal', '.']","['B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['However', ',', 'the', 'mechanism', 'underlying', 'this', 'process', 'is', 'unknown', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'show', 'in', 'this', 'report', 'that', 'CO', 'acts', 'genetically', 'downstream', 'of', 'COP1', 'and', 'CRY', 'to', 'regulate', 'flowering', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'addition', ',', 'COP1', 'physically', 'interacts', 'with', 'CO', 'and', 'functions', 'as', 'an', 'E3', 'ligase', ',', 'ubiquitinating', 'CO', 'in', 'vitro', 'and', 'reducing', 'CO', 'levels', 'in', 'vivo', '.']","['O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O']"
"['These', 'results', 'suggest', 'that', 'COP1', 'acts', 'as', 'a', 'repressor', 'of', 'flowering', 'by', 'promoting', 'the', 'ubiquitin', '-', 'mediated', 'proteolysis', 'of', 'CO', 'in', 'darkness', 'and', 'that', 'CRY', '-', 'mediated', 'signal', 'may', 'negatively', 'regulate', 'COP1', ',', 'thereby', 'stabilizing', 'CO', ',', 'activating', 'FT', 'transcription', ',', 'and', 'inducing', 'flowering', '.']","['O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Overexpression', 'of', 'post', '-', 'translationally', 'modified', 'peptides', 'in', 'Escherichia', 'coli', 'by', 'co', '-', 'expression', 'with', 'modifying', 'enzymes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Post', '-', 'translational', 'modification', 'plays', 'crucial', 'roles', 'in', 'signal', 'transduction', 'in', 'eukaryotic', 'cells', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['To', 'elucidate', 'the', 'biological', 'function', 'of', 'a', 'protein', 'with', 'a', 'specific', 'post', '-', 'translational', 'modification', ',', 'it', 'is', 'necessary', 'to', 'isolate', 'the', 'modified', 'protein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['However', ',', 'it', 'is', 'difficult', 'to', 'incorporate', 'a', 'modified', 'amino', 'acid', 'into', 'a', 'specific', 'position', 'of', 'a', 'protein', ',', 'in', 'particular', ',', 'in', 'a', 'large', '-', 'scale', 'preparation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'order', 'to', 'prepare', 'post', '-', 'translationally', 'modified', 'proteins', 'in', 'Escherichia', 'coli', '(', 'E', '.', 'coli', ')', ',', 'we', 'have', 'constructed', 'co', '-', 'expression', 'vectors', 'that', 'contain', 'protein', 'and', 'corresponding', 'enzyme', 'genes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'protein', 'and', 'enzyme', 'are', 'co', '-', 'expressed', 'in', 'the', 'same', 'E', '.', 'coli', 'cells', 'and', 'the', 'protein', 'is', 'post', '-', 'translationally', 'modified', 'in', 'vivo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['By', 'using', 'this', 'system', ',', 'the', 'transcriptional', 'activator', 'cyclic', '-', 'AMP', '-', 'response', '-', 'element', '-', 'binding', 'protein', '(', 'CREB', ')', 'was', 'phosphorylated', 'at', 'Ser', '-', '133', 'and', 'the', 'hypoxia', '-', 'inducible', 'factor', '-', '1alpha', '(', 'HIF', '-', '1alpha', ')', 'was', 'hydroxylated', 'at', 'Asn', '-', '803', 'in', 'E', '.', 'coli', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'B-Hydroxylation', 'O', 'B-Entity', 'I-Entity', 'I-Entity', 'O', 'O', 'O', 'O', 'O']"
"['Although', 'the', 'constructs', 'of', 'the', 'proteins', 'we', 'used', 'are', 'very', 'flexible', 'and', 'susceptible', 'to', 'degradation', 'by', 'proteases', 'in', 'E', '.', 'coli', 'when', 'they', 'are', 'expressed', 'alone', ',', 'the', 'B1', 'domain', 'of', 'streptococcal', 'protein', 'G', '(', 'GB1', ')', 'fused', 'to', 'the', 'N', '-', 'terminus', 'of', 'the', 'proteins', 'increased', 'the', 'yields', 'dramatically', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Site', '-', 'specific', 'phosphorylation', 'of', 'CREB', 'and', 'hydroxylation', 'of', 'HIF', '-', '1alpha', 'were', 'confirmed', 'by', 'matrix', '-', 'assisted', 'laser', 'desorption', '/', 'ionization', 'time', '-', 'of', '-', 'flight', '(', 'MALDI', '-', 'TOF', ')', 'and', 'NMR', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Hydroxylation', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Our', 'GB1', '-', 'fusion', 'co', '-', 'expression', 'system', 'can', 'be', 'used', 'in', 'the', 'same', 'way', 'as', 'conventional', 'protein', 'expression', 'in', 'E', '.', 'coli', ',', 'making', 'it', 'a', 'flexible', 'and', 'economical', 'method', 'to', 'produce', 'a', 'large', 'amount', 'of', 'a', 'post', '-', 'translationally', 'modified', 'protein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Grb10', '/', 'Nedd4', '-', 'mediated', 'multiubiquitination', 'of', 'the', 'insulin', '-', 'like', 'growth', 'factor', 'receptor', 'regulates', 'receptor', 'internalization', '.']","['B-Protein', 'O', 'B-Protein', 'O', 'O', 'B-Ubiquitination', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O']"
"['The', 'adaptor', 'protein', 'Grb10', 'is', 'an', 'interacting', 'partner', 'of', 'the', 'IGF', '-', 'I', 'receptor', '(', 'IGF', '-', 'IR', ')', 'and', 'the', 'insulin', 'receptor', '(', 'IR', ')', '.']","['O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'O', 'B-Protein', 'O', 'O']"
"['Previous', 'work', 'from', 'our', 'laboratory', 'has', 'established', 'the', 'role', 'of', 'Grb10', 'as', 'a', 'negative', 'regulator', 'of', 'IGF', '-', 'IR', '-', 'dependent', 'cell', 'proliferation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O']"
"['We', 'have', 'shown', 'that', 'Grb10', 'binds', 'the', 'E3', 'ubiquitin', 'ligase', 'Nedd4', 'and', 'promotes', 'IGF', '-', 'I', '-', 'stimulated', 'ubiquitination', ',', 'internalization', ',', 'and', 'degradation', 'of', 'the', 'IGF', '-', 'IR', ',', 'thereby', 'giving', 'rise', 'to', 'long', '-', 'term', 'attenuation', 'of', 'signaling', '.']","['O', 'O', 'O', 'O', 'B-Protein', 'O', 'O', 'O', 'B-Protein', 'O', 'B-Protein', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'B-Catalysis', 'B-Ubiquitination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Protein', 'I-Protein', 'I-Protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
